tanggal,Tn,Tx,Tavg,pr
29-01-1987,21.0,26.6,24.2,64.0
30-01-1987,20.0,28.2,24.8,42.0
31-01-1987,22.0,28.3,26.1,20.0
01-02-1987,22.0,29.8,25.5,25.0
02-02-1987,22.0,28.5,25.4,58.0
03-02-1987,24.0,28.9,26.6,20.0
04-02-1987,20.0,30.4,27.9,292.0
05-02-1987,23.0,30.0,27.1,10.0
06-02-1987,23.0,30.0,27.2,0.0
07-02-1987,23.0,28.8,26.3,47.0
08-02-1987,23.0,29.4,26.1,7.0
09-02-1987,21.0,29.8,25.6,0.0
10-02-1987,21.0,30.2,28.9,0.0
11-02-1987,23.0,30.0,26.1,2.0
12-02-1987,23.0,29.8,26.1,6.0
13-02-1987,24.0,29.6,26.3,0.0
14-02-1987,24.0,29.8,26.7,0.0
15-02-1987,23.0,29.8,26.0,0.0
16-02-1987,24.0,29.8,26.7,9.0
17-02-1987,23.0,30.0,26.2,0.0
18-02-1987,24.0,30.5,26.7,2.0
19-02-1987,24.0,30.4,26.7,0.0
20-02-1987,22.0,30.0,25.2,10.0
21-02-1987,23.0,25.9,23.6,41.0
22-02-1987,22.0,29.4,27.1,24.0
23-02-1987,25.0,30.0,27.6,8.0
24-02-1987,25.0,30.4,28.1,0.0
25-02-1987,25.0,30.7,27.3,0.0
26-02-1987,24.0,30.3,27.1,2.0
27-02-1987,22.0,30.0,25.1,13.0
28-02-1987,22.0,29.6,25.4,73.0
01-03-1987,21.0,29.8,26.1,0.0
02-03-1987,21.0,29.6,25.4,0.0
03-03-1987,21.0,29.0,25.5,0.0
04-03-1987,21.0,29.6,25.2,0.0
05-03-1987,21.0,30.5,25.8,0.0
06-03-1987,20.0,30.4,25.9,0.0
07-03-1987,21.0,30.5,26.3,0.0
08-03-1987,22.0,32.4,26.9,0.0
09-03-1987,22.0,32.6,27.9,0.0
10-03-1987,22.0,32.3,26.6,0.0
11-03-1987,23.0,32.5,27.2,0.0
12-03-1987,20.0,33.2,27.7,0.0
13-03-1987,24.0,33.4,28.4,0.0
14-03-1987,24.0,34.1,28.4,0.0
15-03-1987,21.0,33.8,28.5,0.0
16-03-1987,24.0,33.0,27.5,0.0
17-03-1987,24.0,34.1,28.1,0.0
18-03-1987,23.0,31.8,27.1,0.0
19-03-1987,23.0,28.7,25.5,28.0
20-03-1987,23.0,30.9,24.9,25.0
21-03-1987,23.0,32.4,26.7,8888.0
22-03-1987,24.0,32.2,27.2,0.0
23-03-1987,22.0,31.7,27.1,0.0
24-03-1987,22.0,33.2,27.3,0.0
25-03-1987,21.0,33.0,26.5,0.0
26-03-1987,22.0,33.6,26.8,0.0
27-03-1987,23.0,33.2,26.8,0.0
28-03-1987,23.0,31.9,27.6,0.0
29-03-1987,24.0,34.2,27.4,0.0
30-03-1987,21.0,32.2,27.0,0.0
31-03-1987,21.0,34.0,29.2,0.0
01-04-1987,23.0,32.4,29.1,0.0
02-04-1987,22.0,32.7,27.8,0.0
03-04-1987,24.0,34.2,28.4,0.0
04-04-1987,24.0,33.4,28.4,0.0
05-04-1987,21.0,34.3,28.8,0.0
06-04-1987,22.0,34.0,28.8,0.0
07-04-1987,23.0,31.9,27.2,0.0
08-04-1987,23.0,33.6,27.4,0.0
09-04-1987,23.0,34.2,27.6,0.0
10-04-1987,23.0,34.2,27.7,0.0
11-04-1987,24.0,31.4,27.1,4.0
12-04-1987,20.0,29.2,26.6,8888.0
13-04-1987,23.0,31.7,26.9,0.0
14-04-1987,23.0,32.2,26.2,0.0
15-04-1987,23.0,32.6,25.5,20.0
16-04-1987,23.0,33.1,26.9,0.0
17-04-1987,25.0,34.5,28.4,0.0
18-04-1987,23.0,32.7,27.6,0.0
19-04-1987,22.0,32.7,27.1,0.0
20-04-1987,24.0,33.4,27.7,0.0
21-04-1987,24.0,32.7,27.7,0.0
22-04-1987,24.0,33.2,27.7,0.0
23-04-1987,24.0,33.2,28.3,0.0
24-04-1987,22.0,33.6,28.2,0.0
25-04-1987,21.0,33.4,26.7,0.0
26-04-1987,23.0,32.0,27.2,0.0
27-04-1987,22.0,33.4,27.5,0.0
28-04-1987,22.0,33.0,26.6,0.0
29-04-1987,24.0,33.2,28.9,0.0
30-04-1987,22.0,33.4,28.8,1.0
01-05-1987,25.0,33.8,28.7,0.0
02-05-1987,24.0,33.9,28.6,0.0
03-05-1987,25.0,33.6,28.2,0.0
04-05-1987,25.0,34.0,29.2,0.0
05-05-1987,25.0,33.6,27.7,0.0
06-05-1987,26.0,33.4,28.3,0.0
07-05-1987,24.0,34.0,28.4,0.0
08-05-1987,24.0,33.6,28.0,4.0
09-05-1987,25.0,33.4,27.3,2.0
10-05-1987,23.0,33.4,28.0,0.0
11-05-1987,23.0,32.5,26.6,0.0
12-05-1987,21.0,33.4,27.4,0.0
13-05-1987,24.0,33.5,27.7,0.0
14-05-1987,24.0,33.3,28.0,0.0
15-05-1987,24.0,33.7,27.8,0.0
16-05-1987,24.0,34.0,28.3,0.0
17-05-1987,24.0,32.4,27.4,0.0
18-05-1987,23.0,32.6,27.2,16.0
19-05-1987,24.0,32.6,26.7,17.0
20-05-1987,22.0,31.8,26.7,0.0
21-05-1987,21.0,33.0,26.1,0.0
22-05-1987,24.0,31.5,27.2,0.0
23-05-1987,25.0,30.9,27.4,0.0
24-05-1987,22.0,33.4,27.0,0.0
25-05-1987,24.0,32.6,28.1,8888.0
26-05-1987,25.0,32.4,27.2,0.0
27-05-1987,23.0,32.0,26.9,0.0
28-05-1987,25.0,31.3,27.3,0.0
29-05-1987,24.0,30.6,26.4,0.0
30-05-1987,21.0,30.2,26.9,0.0
31-05-1987,25.0,32.2,27.3,0.0
01-06-1987,25.0,33.0,28.0,0.0
02-06-1987,25.0,32.4,27.6,0.0
03-06-1987,26.0,31.4,27.9,0.0
04-06-1987,25.0,33.0,27.8,0.0
05-06-1987,22.0,31.8,27.5,0.0
06-06-1987,24.0,33.4,27.5,0.0
07-06-1987,22.0,32.2,27.7,0.0
08-06-1987,24.0,32.5,27.4,0.0
09-06-1987,21.0,32.4,27.1,1.0
10-06-1987,23.0,31.4,26.7,0.0
11-06-1987,20.0,31.8,26.5,0.0
12-06-1987,23.0,32.4,26.0,0.0
13-06-1987,20.0,32.4,26.0,0.0
14-06-1987,21.0,32.1,26.1,0.0
15-06-1987,21.0,31.3,26.9,0.0
16-06-1987,23.0,29.8,24.9,0.0
17-06-1987,19.0,31.8,25.9,0.0
18-06-1987,23.0,31.6,26.9,0.0
19-06-1987,20.0,32.6,26.3,0.0
20-06-1987,24.0,32.1,26.9,0.0
21-06-1987,22.0,32.2,26.9,0.0
22-06-1987,23.0,34.0,27.9,0.0
23-06-1987,20.0,31.8,26.5,0.0
24-06-1987,21.0,30.8,26.1,0.0
25-06-1987,24.0,32.4,26.4,0.0
26-06-1987,25.0,28.5,25.6,0.0
27-06-1987,22.0,31.4,26.4,0.0
28-06-1987,23.0,32.6,26.8,0.0
29-06-1987,22.0,30.8,26.7,0.0
30-06-1987,21.0,31.2,25.3,0.0
01-07-1987,22.0,31.1,26.1,0.0
02-07-1987,21.0,32.3,26.0,0.0
03-07-1987,23.0,30.8,26.5,0.0
04-07-1987,22.0,32.0,27.1,0.0
05-07-1987,20.0,30.8,25.9,0.0
06-07-1987,20.0,30.7,25.2,0.0
07-07-1987,23.0,30.4,25.7,0.0
08-07-1987,24.0,31.2,26.0,0.0
09-07-1987,24.0,30.7,26.6,0.0
10-07-1987,23.0,31.2,26.4,0.0
11-07-1987,22.0,30.8,25.8,0.0
12-07-1987,22.0,32.4,26.0,0.0
13-07-1987,23.0,32.6,26.5,12.0
14-07-1987,23.0,30.7,26.6,0.0
15-07-1987,22.0,31.0,25.9,0.0
16-07-1987,24.0,31.2,26.5,0.0
17-07-1987,22.0,30.8,25.3,0.0
18-07-1987,22.0,32.0,26.2,0.0
19-07-1987,22.0,31.8,26.1,0.0
20-07-1987,22.0,30.9,25.5,0.0
21-07-1987,23.0,32.4,27.1,0.0
22-07-1987,23.0,32.0,26.5,0.0
23-07-1987,21.0,30.8,26.2,0.0
24-07-1987,22.0,29.8,25.0,0.0
25-07-1987,22.0,30.8,25.3,0.0
26-07-1987,21.0,29.8,24.6,0.0
27-07-1987,22.0,31.3,26.2,0.0
28-07-1987,24.0,31.0,26.9,0.0
29-07-1987,21.0,32.5,26.8,0.0
30-07-1987,20.0,30.6,24.2,0.0
31-07-1987,20.0,32.0,25.8,0.0
01-08-1987,21.0,31.6,25.7,0.0
02-08-1987,21.0,30.9,25.6,0.0
03-08-1987,21.0,32.8,26.7,0.0
04-08-1987,20.0,32.6,26.5,0.0
05-08-1987,24.0,31.4,27.0,0.0
06-08-1987,22.0,31.0,25.6,0.0
07-08-1987,21.0,29.4,25.1,0.0
08-08-1987,21.0,30.1,25.5,0.0
09-08-1987,21.0,29.7,24.5,0.0
10-08-1987,22.0,30.6,24.8,0.0
11-08-1987,22.0,29.4,25.2,0.0
12-08-1987,22.0,30.4,25.3,0.0
13-08-1987,21.0,30.2,25.6,0.0
14-08-1987,22.0,31.2,26.1,0.0
15-08-1987,22.0,30.8,25.3,0.0
16-08-1987,21.0,30.8,25.5,0.0
17-08-1987,22.0,31.0,26.0,0.0
18-08-1987,22.0,30.6,26.1,0.0
19-08-1987,22.0,30.6,26.5,0.0
20-08-1987,23.0,31.7,26.1,0.0
21-08-1987,21.0,32.3,25.1,0.0
22-08-1987,22.0,31.8,26.2,0.0
23-08-1987,22.0,33.0,26.3,0.0
24-08-1987,21.0,31.2,25.4,0.0
25-08-1987,20.0,32.3,25.3,0.0
26-08-1987,21.0,29.9,24.7,0.0
27-08-1987,22.0,31.3,25.2,0.0
28-08-1987,20.0,30.0,24.3,0.0
29-08-1987,20.0,33.6,24.9,0.0
30-08-1987,22.0,32.0,26.0,0.0
31-08-1987,20.0,34.6,26.5,0.0
01-09-1987,19.0,33.4,25.2,0.0
02-09-1987,22.0,33.0,25.6,0.0
03-09-1987,21.0,31.5,25.7,0.0
04-09-1987,22.0,30.8,25.3,0.0
05-09-1987,23.0,32.0,26.2,0.0
06-09-1987,22.0,32.0,27.1,0.0
07-09-1987,20.0,32.7,26.2,0.0
08-09-1987,22.0,30.6,26.1,0.0
09-09-1987,24.0,32.5,26.8,0.0
10-09-1987,23.0,32.6,27.3,0.0
11-09-1987,23.0,34.0,27.2,0.0
12-09-1987,24.0,31.6,27.2,0.0
13-09-1987,24.0,32.7,27.0,0.0
14-09-1987,22.0,33.0,27.2,0.0
15-09-1987,23.0,31.5,27.0,0.0
16-09-1987,24.0,33.8,27.9,0.0
17-09-1987,23.0,34.2,27.1,0.0
18-09-1987,20.0,33.0,27.4,0.0
19-09-1987,19.0,33.2,26.6,0.0
20-09-1987,18.0,33.6,25.9,0.0
21-09-1987,22.0,32.4,24.9,0.0
22-09-1987,23.0,32.0,26.4,0.0
23-09-1987,20.0,34.4,27.2,0.0
24-09-1987,20.0,32.8,26.6,0.0
25-09-1987,23.0,31.6,25.9,0.0
26-09-1987,22.0,31.5,27.6,0.0
27-09-1987,22.0,32.4,27.2,0.0
28-09-1987,24.0,33.8,27.7,0.0
29-09-1987,22.0,34.6,27.9,0.0
30-09-1987,23.0,32.3,27.5,0.0
01-10-1987,23.0,34.8,27.8,0.0
02-10-1987,24.0,33.8,28.5,0.0
03-10-1987,19.0,34.0,28.2,0.0
04-10-1987,21.0,32.4,27.0,0.0
05-10-1987,22.0,32.1,27.1,0.0
06-10-1987,21.0,32.5,27.2,0.0
07-10-1987,21.0,34.0,27.2,0.0
08-10-1987,21.0,35.0,27.7,0.0
09-10-1987,20.0,32.6,26.4,0.0
10-10-1987,20.0,34.2,27.0,0.0
11-10-1987,20.0,33.8,27.1,0.0
12-10-1987,21.0,34.2,27.4,0.0
13-10-1987,20.0,33.4,26.8,0.0
14-10-1987,22.0,33.4,27.9,0.0
15-10-1987,22.0,32.4,27.3,0.0
16-10-1987,22.0,32.4,26.7,0.0
17-10-1987,21.0,33.0,26.9,0.0
18-10-1987,22.0,33.4,27.6,0.0
19-10-1987,22.0,33.2,27.5,0.0
20-10-1987,21.0,33.8,28.3,0.0
21-10-1987,23.0,32.6,27.6,0.0
22-10-1987,22.0,34.5,27.9,0.0
23-10-1987,23.0,34.6,27.7,0.0
24-10-1987,21.0,31.6,27.6,0.0
25-10-1987,23.0,32.3,27.8,0.0
26-10-1987,23.0,32.2,28.4,0.0
27-10-1987,24.0,31.8,27.6,0.0
28-10-1987,22.0,32.7,28.5,0.0
29-10-1987,22.0,37.9,29.9,0.0
30-10-1987,23.0,36.4,30.0,0.0
31-10-1987,22.0,34.4,28.6,0.0
01-11-1987,24.0,34.0,29.2,0.0
02-11-1987,26.0,35.2,30.3,0.0
03-11-1987,25.0,35.0,30.5,0.0
04-11-1987,25.0,36.2,29.9,0.0
05-11-1987,26.0,35.3,30.1,0.0
06-11-1987,24.0,36.4,29.4,0.0
07-11-1987,24.0,34.4,29.8,0.0
08-11-1987,26.0,35.6,30.1,0.0
09-11-1987,25.0,35.6,29.8,0.0
10-11-1987,25.0,34.0,28.7,0.0
11-11-1987,24.0,35.4,29.0,0.0
12-11-1987,24.0,34.4,29.8,0.0
13-11-1987,26.0,35.4,29.7,0.0
14-11-1987,26.0,33.8,29.3,2.0
15-11-1987,25.0,34.4,29.0,0.0
16-11-1987,26.0,33.0,29.4,9.0
17-11-1987,25.0,31.7,27.2,6.0
18-11-1987,24.0,30.4,25.8,13.0
19-11-1987,22.0,31.4,27.7,3.0
20-11-1987,25.0,32.0,27.4,2.0
21-11-1987,27.0,32.8,28.0,0.0
22-11-1987,24.0,32.2,28.9,4.0
23-11-1987,23.0,33.2,28.1,0.0
24-11-1987,24.0,34.6,28.2,0.0
25-11-1987,25.0,32.0,28.8,3.0
26-11-1987,23.0,32.0,27.2,56.0
27-11-1987,25.0,33.2,28.8,2.0
28-11-1987,25.0,32.9,28.3,15.0
29-11-1987,25.0,32.8,27.9,5.0
30-11-1987,25.0,31.0,28.3,0.0
01-12-1987,25.0,32.4,28.5,45.0
02-12-1987,24.0,32.6,28.0,0.0
03-12-1987,24.0,32.8,28.0,0.0
04-12-1987,24.0,32.4,28.6,23.0
05-12-1987,25.0,32.8,28.3,0.0
06-12-1987,25.0,32.5,29.5,16.0
07-12-1987,25.0,32.0,27.3,67.0
08-12-1987,23.0,31.4,27.0,0.0
09-12-1987,23.0,33.2,27.8,0.0
10-12-1987,25.0,33.6,28.5,0.0
11-12-1987,25.0,33.8,27.3,27.0
12-12-1987,24.0,31.0,26.2,1.0
13-12-1987,24.0,32.0,27.6,0.0
14-12-1987,24.0,32.7,28.4,18.0
15-12-1987,24.0,31.7,26.7,0.0
16-12-1987,24.0,32.4,28.9,0.0
17-12-1987,20.0,31.8,28.0,20.0
18-12-1987,26.0,31.0,27.9,19.0
19-12-1987,26.0,30.8,27.0,9.0
20-12-1987,24.0,30.0,26.7,28.0
21-12-1987,25.0,29.8,27.0,13.0
22-12-1987,24.0,29.3,26.8,6.0
23-12-1987,25.0,29.4,27.8,2.0
24-12-1987,25.0,29.4,26.6,1.0
25-12-1987,24.0,30.0,26.6,0.0
26-12-1987,24.0,30.6,26.8,0.0
27-12-1987,24.0,30.2,27.2,0.0
28-12-1987,22.0,30.1,26.4,0.0
29-12-1987,21.0,29.8,25.7,0.0
30-12-1987,22.0,30.0,25.9,0.0
31-12-1987,21.0,30.0,26.1,0.0
01-01-1988,22.0,30.4,26.5,2.0
02-01-1988,23.0,30.2,25.8,0.0
03-01-1988,22.0,31.4,27.2,1.0
04-01-1988,24.0,31.0,26.2,50.0
05-01-1988,24.0,25.8,24.9,60.0
06-01-1988,23.0,30.2,26.5,0.0
07-01-1988,24.0,29.6,26.1,11.0
08-01-1988,24.0,29.6,25.7,36.0
09-01-1988,24.0,29.2,25.6,0.0
10-01-1988,24.0,30.6,26.8,0.0
11-01-1988,24.0,30.2,27.3,0.0
12-01-1988,23.0,31.4,27.3,0.0
13-01-1988,24.0,31.4,27.4,8.0
14-01-1988,24.0,31.2,27.6,0.0
15-01-1988,24.0,32.9,28.0,0.0
16-01-1988,25.0,33.2,28.2,0.0
17-01-1988,24.0,31.2,27.9,7.0
18-01-1988,25.0,30.4,27.5,0.0
19-01-1988,24.0,30.8,27.2,9.0
20-01-1988,23.0,32.6,27.6,0.0
21-01-1988,24.0,31.7,27.2,21.0
22-01-1988,24.0,33.8,28.2,0.0
23-01-1988,24.0,33.6,28.4,0.0
24-01-1988,25.0,33.4,27.3,6.0
25-01-1988,25.0,32.6,26.8,2.0
26-01-1988,23.0,32.6,25.3,51.0
27-01-1988,23.0,30.4,27.0,6.0
28-01-1988,23.0,31.0,24.0,82.0
29-01-1988,22.0,30.2,26.0,10.0
30-01-1988,24.0,31.0,27.3,23.0
31-01-1988,24.0,32.4,26.6,28.0
01-02-1988,24.0,30.2,25.8,40.0
02-02-1988,24.0,29.4,26.5,0.0
03-02-1988,23.0,32.4,26.2,26.0
04-02-1988,22.0,30.5,26.4,0.0
05-02-1988,23.0,31.0,26.4,18.0
06-02-1988,24.0,30.4,26.2,11.0
07-02-1988,23.0,28.4,25.9,37.0
08-02-1988,24.0,28.0,24.8,11.0
09-02-1988,23.0,27.2,24.7,84.0
10-02-1988,22.0,27.4,25.1,2.0
11-02-1988,24.0,30.0,26.3,4.0
12-02-1988,23.0,30.0,26.4,18.0
13-02-1988,22.0,28.2,26.1,22.0
14-02-1988,22.0,30.2,24.9,6.0
15-02-1988,24.0,29.0,25.3,0.0
16-02-1988,22.0,30.5,26.3,0.0
17-02-1988,23.0,30.0,26.9,0.0
18-02-1988,23.0,31.0,26.8,0.0
19-02-1988,23.0,30.8,26.0,7.0
20-02-1988,23.0,31.2,26.1,18.0
21-02-1988,23.0,30.8,26.5,0.0
22-02-1988,23.0,31.2,26.5,2.0
23-02-1988,23.0,31.2,26.7,0.0
24-02-1988,23.0,31.5,27.3,0.0
25-02-1988,23.0,31.6,27.6,0.0
26-02-1988,23.0,31.2,27.3,0.0
27-02-1988,23.0,31.8,27.1,0.0
28-02-1988,23.0,31.5,27.4,0.0
29-02-1988,23.0,32.0,27.3,0.0
01-03-1988,23.0,32.8,27.6,0.0
02-03-1988,24.0,32.4,28.3,0.0
03-03-1988,24.0,33.5,28.2,0.0
04-03-1988,24.0,34.0,28.1,11.0
05-03-1988,24.0,32.6,27.6,0.0
06-03-1988,24.0,32.0,28.1,0.0
07-03-1988,26.0,32.6,28.2,40.0
08-03-1988,23.0,32.4,26.4,77.0
09-03-1988,24.0,31.0,25.8,3.0
10-03-1988,24.0,31.6,25.4,5.0
11-03-1988,23.0,31.6,26.4,3.0
12-03-1988,23.0,31.4,26.0,5.0
13-03-1988,23.0,31.0,26.0,0.0
14-03-1988,23.0,31.2,26.8,0.0
15-03-1988,23.0,30.5,26.7,5.0
16-03-1988,24.0,32.4,26.2,21.0
17-03-1988,23.0,32.2,27.4,2.0
18-03-1988,24.0,32.4,27.0,16.0
19-03-1988,24.0,31.8,27.0,9.0
20-03-1988,25.0,31.3,27.6,11.0
21-03-1988,24.0,29.3,26.4,4.0
22-03-1988,23.0,32.2,27.4,9.0
23-03-1988,24.0,31.5,27.2,0.0
24-03-1988,24.0,31.2,27.7,0.0
25-03-1988,25.0,31.2,27.1,42.0
26-03-1988,23.0,30.4,26.3,25.0
27-03-1988,22.0,26.6,24.1,0.0
28-03-1988,23.0,31.6,26.1,0.0
29-03-1988,26.0,31.5,27.8,0.0
30-03-1988,27.0,30.5,28.0,3.0
31-03-1988,26.0,30.5,27.8,0.0
01-04-1988,24.0,30.6,27.3,0.0
02-04-1988,22.0,30.5,27.0,0.0
03-04-1988,22.0,32.4,26.7,0.0
04-04-1988,23.0,31.5,26.2,0.0
05-04-1988,22.0,31.0,26.6,0.0
06-04-1988,24.0,31.6,26.7,0.0
07-04-1988,22.0,31.5,27.5,0.0
08-04-1988,22.0,32.3,26.7,9.0
09-04-1988,23.0,32.9,27.0,17.0
10-04-1988,22.0,32.0,25.6,0.0
11-04-1988,22.0,32.2,26.5,0.0
12-04-1988,20.0,32.4,26.8,0.0
13-04-1988,21.0,31.4,25.9,0.0
14-04-1988,23.0,31.7,26.7,0.0
15-04-1988,24.0,32.4,27.3,0.0
16-04-1988,24.0,32.8,27.6,0.0
17-04-1988,23.0,33.0,27.7,0.0
18-04-1988,24.0,33.0,27.7,0.0
19-04-1988,25.0,33.5,28.5,0.0
20-04-1988,26.0,33.5,28.9,0.0
21-04-1988,24.0,33.8,29.2,0.0
22-04-1988,24.0,33.8,28.5,0.0
23-04-1988,24.0,33.6,27.9,0.0
24-04-1988,24.0,34.0,27.8,0.0
25-04-1988,24.0,33.4,28.1,0.0
26-04-1988,24.0,34.0,28.5,0.0
27-04-1988,24.0,34.2,28.9,0.0
28-04-1988,24.0,34.0,28.3,0.0
29-04-1988,24.0,34.2,28.8,0.0
30-04-1988,22.916163101604276,34.0,28.2,0.0
01-05-1988,24.0,33.8,28.0,0.0
02-05-1988,23.0,31.8,27.5,0.0
03-05-1988,22.0,34.2,27.2,0.0
04-05-1988,22.0,33.9,27.0,0.0
05-05-1988,22.0,33.0,27.1,0.0
06-05-1988,24.0,32.0,26.5,0.0
07-05-1988,24.0,32.7,27.7,0.0
08-05-1988,24.0,33.9,28.9,0.0
09-05-1988,24.0,34.2,28.7,0.0
10-05-1988,25.0,34.8,29.0,0.0
11-05-1988,26.0,32.8,28.6,0.0
12-05-1988,24.0,33.6,28.5,2.0
13-05-1988,22.0,33.4,27.2,0.0
14-05-1988,24.0,31.5,27.6,2.0
15-05-1988,23.0,33.2,27.9,0.0
16-05-1988,24.0,32.5,26.9,0.0
17-05-1988,23.0,33.4,27.9,0.0
18-05-1988,22.0,33.0,27.4,0.0
19-05-1988,23.0,32.5,26.8,0.0
20-05-1988,22.0,33.0,27.0,0.0
21-05-1988,21.0,32.2,27.6,0.0
22-05-1988,21.0,31.6,26.3,0.0
23-05-1988,21.0,32.8,25.9,0.0
24-05-1988,21.0,33.4,27.7,0.0
25-05-1988,25.0,34.1,27.9,0.0
26-05-1988,24.0,34.2,28.1,0.0
27-05-1988,22.0,33.4,28.4,0.0
28-05-1988,21.0,33.5,26.5,0.0
29-05-1988,23.0,33.5,29.1,0.0
30-05-1988,21.0,33.4,27.4,0.0
31-05-1988,22.0,33.8,26.5,0.0
01-06-1988,22.0,33.0,27.1,0.0
02-06-1988,23.0,32.3,27.4,0.0
03-06-1988,23.0,32.4,27.3,0.0
04-06-1988,24.0,32.4,26.6,0.0
05-06-1988,23.0,33.1,27.9,0.0
06-06-1988,24.0,32.9,27.3,0.0
07-06-1988,23.0,33.0,27.8,0.0
08-06-1988,23.0,31.9,26.4,0.0
09-06-1988,22.0,32.6,26.6,0.0
10-06-1988,22.0,33.4,28.9,0.0
11-06-1988,23.0,32.8,26.8,0.0
12-06-1988,22.0,31.9,26.4,0.0
13-06-1988,23.0,31.8,26.8,0.0
14-06-1988,21.0,32.4,26.3,0.0
15-06-1988,24.0,30.6,24.9,0.0
16-06-1988,24.0,31.6,25.9,0.0
17-06-1988,22.0,32.0,26.7,0.0
18-06-1988,23.0,31.7,25.6,0.0
19-06-1988,19.0,30.0,24.8,0.0
20-06-1988,20.0,30.0,24.6,0.0
21-06-1988,25.0,30.2,25.1,0.0
22-06-1988,23.0,30.9,27.0,0.0
23-06-1988,23.0,30.8,26.4,0.0
24-06-1988,23.0,30.2,26.0,0.0
25-06-1988,18.0,30.6,25.7,0.0
26-06-1988,21.0,29.4,25.3,0.0
27-06-1988,20.0,30.6,24.5,0.0
28-06-1988,22.0,30.8,24.9,0.0
29-06-1988,23.0,30.8,25.4,0.0
30-06-1988,22.916163101604276,32.0,26.5,0.0
01-07-1988,23.0,32.4,27.7,0.0
02-07-1988,23.0,32.6,27.6,0.0
03-07-1988,23.0,32.6,26.7,0.0
04-07-1988,22.0,31.0,26.6,0.0
05-07-1988,21.0,31.2,26.1,0.0
06-07-1988,23.0,30.6,25.4,0.0
07-07-1988,21.0,30.6,25.7,0.0
08-07-1988,21.0,30.5,25.8,0.0
09-07-1988,21.0,30.8,25.1,0.0
10-07-1988,21.0,32.0,25.7,0.0
11-07-1988,22.0,31.8,25.7,0.0
12-07-1988,22.0,30.8,25.2,0.0
13-07-1988,21.0,30.8,26.1,0.0
14-07-1988,19.0,31.7,26.8,0.0
15-07-1988,19.0,32.8,25.1,0.0
16-07-1988,20.0,32.6,24.5,0.0
17-07-1988,20.0,31.0,24.6,0.0
18-07-1988,23.0,32.0,26.5,0.0
19-07-1988,20.0,32.6,26.5,0.0
20-07-1988,20.0,32.4,25.0,0.0
21-07-1988,22.0,31.0,25.7,0.0
22-07-1988,21.0,32.2,26.9,0.0
23-07-1988,23.0,32.4,27.1,0.0
24-07-1988,23.0,33.2,28.4,0.0
25-07-1988,23.0,34.4,26.0,0.0
26-07-1988,21.0,32.0,25.1,0.0
27-07-1988,21.0,32.4,25.1,0.0
28-07-1988,24.0,32.2,26.8,0.0
29-07-1988,22.0,31.6,26.0,0.0
30-07-1988,24.0,31.6,26.7,0.0
31-07-1988,22.0,31.4,26.9,0.0
01-08-1988,21.0,32.2,27.4,0.0
02-08-1988,24.0,32.9,27.4,0.0
03-08-1988,23.0,31.4,26.6,0.0
04-08-1988,23.0,33.0,28.3,0.0
05-08-1988,24.0,32.6,27.7,0.0
06-08-1988,23.0,32.2,26.6,0.0
07-08-1988,23.0,32.7,27.4,0.0
08-08-1988,25.0,32.7,27.5,0.0
09-08-1988,24.0,31.2,27.0,0.0
10-08-1988,23.0,32.0,26.9,0.0
11-08-1988,23.0,32.2,26.5,0.0
12-08-1988,24.0,33.0,26.4,0.0
13-08-1988,33.0,32.8,27.4,0.0
14-08-1988,22.0,32.6,26.6,0.0
15-08-1988,21.0,32.2,27.6,0.0
16-08-1988,22.0,33.0,26.6,0.0
17-08-1988,23.0,32.2,27.4,0.0
18-08-1988,23.0,33.6,26.8,0.0
19-08-1988,23.0,31.5,27.6,0.0
20-08-1988,22.0,32.8,26.3,0.0
21-08-1988,21.0,30.8,26.8,0.0
22-08-1988,21.0,30.0,26.3,0.0
23-08-1988,20.0,31.2,25.1,0.0
24-08-1988,19.0,32.8,24.6,0.0
25-08-1988,20.0,33.7,26.1,0.0
26-08-1988,23.0,32.8,27.0,0.0
27-08-1988,24.0,32.5,26.7,0.0
28-08-1988,23.0,32.8,27.3,0.0
29-08-1988,24.0,32.6,26.7,0.0
30-08-1988,24.0,33.2,27.4,0.0
31-08-1988,24.0,34.2,27.6,0.0
01-09-1988,24.0,32.4,27.4,0.0
02-09-1988,24.0,33.2,28.4,0.0
03-09-1988,23.0,31.2,25.4,9.0
04-09-1988,23.0,34.4,28.6,0.0
05-09-1988,24.0,34.2,28.0,0.0
06-09-1988,24.0,32.5,27.6,0.0
07-09-1988,21.0,34.0,26.7,0.0
08-09-1988,25.0,33.8,27.7,0.0
09-09-1988,23.0,32.5,28.0,0.0
10-09-1988,23.0,32.2,27.9,0.0
11-09-1988,24.0,34.3,28.8,0.0
12-09-1988,24.0,35.5,28.9,0.0
13-09-1988,22.0,34.8,28.3,0.0
14-09-1988,26.0,34.8,29.8,0.0
15-09-1988,24.0,34.5,28.1,0.0
16-09-1988,21.0,35.4,27.7,0.0
17-09-1988,19.0,32.4,25.7,0.0
18-09-1988,23.0,32.0,27.4,0.0
19-09-1988,24.0,34.2,28.8,0.0
20-09-1988,24.0,33.0,27.5,0.0
21-09-1988,22.0,33.0,27.1,0.0
22-09-1988,24.0,35.2,28.0,0.0
23-09-1988,23.0,35.4,27.2,0.0
24-09-1988,23.0,35.4,27.3,0.0
25-09-1988,22.0,33.9,28.5,0.0
26-09-1988,21.0,33.5,26.5,0.0
